bigram,frequency,bigrams
"('metro', 'one')",1,metro one
"('one', 'stop')",1,one stop
"('from', 'train')",1,from train
"('a', 'promenade')",1,a promenade
"('and', 'about')",1,and about
"('to', 'airport')",1,to airport
"('airport', 'it')",1,airport it
"('good', 'area')",1,good area
"('area', 'for')",1,area for
"('for', 'walking')",1,for walking
"('to', 'popular')",1,to popular
"('popular', 'bars')",1,popular bars
"('bars', 'restaurants')",1,bars restaurants
"('barely', 'enough')",1,barely enough
"('customers', 'at')",1,customers at
"('options', 'and')",1,options and
"('illuminate', 'the')",1,illuminate the
"('room', 'because')",1,room because
"('bathroom', 'walls')",1,bathroom walls
"('walls', 'are')",1,walls are
"('are', 'glass')",1,are glass
"('glass', 'who')",1,glass who
"('who', 'thought')",1,who thought
"('that', 'one')",1,that one
"('one', 'and')",1,one and
"('the', 'ac')",1,the ac
"('ac', 'didn')",1,ac didn
"('an', 'auto')",1,an auto
"('auto', 'setting')",1,auto setting
"('setting', 'which')",1,setting which
"('it', 'hard')",1,it hard
"('to', 'regulate')",1,to regulate
"('regulate', 'either')",1,regulate either
"('either', 'it')",1,either it
"('on', 'or')",1,on or
"('or', 'off')",1,or off
"('off', 'i')",1,off i
"('i', 'visited')",1,i visited
"('entire', 'room')",1,entire room
"('that', 'illuminate')",1,that illuminate
"('a', 'time')",1,a time
"('lights', 'that')",1,lights that
"('pool', 'solid')",1,pool solid
"('solid', 'gym')",1,solid gym
"('gym', 'facility')",1,gym facility
"('facility', 'and')",1,facility and
"('one', 'annoyance')",1,one annoyance
"('annoyance', 'i')",1,annoyance i
"('can', 'point')",1,can point
"('point', 'to')",1,point to
"('to', 'are')",1,to are
"('the', 'automated')",1,the automated
"('automated', 'lights')",1,automated lights
"('in', 'sections')",1,in sections
"('sections', 'of')",1,sections of
"('rooms', 'one')",1,rooms one
"('one', 'can')",1,one can
"('t', 'make')",1,t make
"('a', 'trip')",1,a trip
"('bathroom', 'without')",1,bathroom without
"('without', 'triggering')",1,without triggering
"('triggering', 'bright')",1,triggering bright
"('bright', 'lights')",1,bright lights
"('visited', 'napoli')",1,visited napoli
"('napoli', 'because')",1,napoli because
"('was', 'looking')",1,was looking
"('a', 'sunny')",1,a sunny
"('è', 'tra')",1,è tra
"('tra', 'le')",1,tra le
"('le', 'più')",1,le più
"('più', 'curate')",1,più curate
"('curate', 'o')",1,curate o
"('o', 'belle')",1,o belle
"('belle', 'però')",1,belle però
"('però', 'appunto')",1,però appunto
"('appunto', 'tutto')",1,appunto tutto
"('tutto', 'attorno')",1,tutto attorno
"('attorno', 'è')",1,attorno è
"('è', 'invitante')",1,è invitante
"('invitante', 'on')",1,invitante on
"('on', 'out')",1,on out
"('out', 'way')",1,out way
"('coast', 'location')",1,coast location
"('location', 'feels')",1,location feels
"('feels', 'weird')",1,feels weird
"('weird', 'at')",1,weird at
"('at', 'first')",1,at first
"('first', 'facing')",1,first facing
"('non', 'è')",1,non è
"('porto', 'non')",1,porto non
"('del', 'porto')",1,del porto
"('enough', 'nice')",1,enough nice
"('sunny', 'escape')",1,sunny escape
"('escape', 'well')",1,escape well
"('weather', 'wasn')",1,weather wasn
"('t', 'that')",1,t that
"('that', 'warm')",1,that warm
"('warm', 'but')",1,warm but
"('city', 'are')",1,city are
"('are', 'warm')",1,are warm
"('warm', 'enough')",1,warm enough
"('nice', 'escape')",1,nice escape
"('zona', 'del')",1,zona del
"('escape', 'in')",1,escape in
"('the', 'south')",1,the south
"('south', 'la')",1,south la
"('la', 'città')",1,la città
"('città', 'ha')",1,città ha
"('ha', 'tante')",1,ha tante
"('tante', 'sfaccettature')",1,tante sfaccettature
"('sfaccettature', 'la')",1,sfaccettature la
"('la', 'zona')",1,la zona
"('included', 'the')",1,included the
"('perks', 'included')",1,perks included
"('property', 'perks')",1,property perks
"('but', 'could')",1,but could
"('separated', 'it')",1,separated it
"('the', 'sleeping')",1,the sleeping
"('sleeping', 'area')",1,sleeping area
"('lights', 'were')",1,lights were
"('were', 'automatic')",1,were automatic
"('automatic', 'on')",1,automatic on
"('some', 'sort')",1,some sort
"('sort', 'of')",1,sort of
"('of', 'movement')",1,of movement
"('movement', 'sensor')",1,movement sensor
"('sensor', 'but')",1,sensor but
"('time', 'delay')",1,time delay
"('delay', 'was')",1,delay was
"('quite', 'short')",1,quite short
"('short', 'so')",1,short so
"('kept', 'going')",1,kept going
"('going', 'off')",1,going off
"('off', 'before')",1,off before
"('you', 'were')",1,you were
"('were', 'ready')",1,were ready
"('ready', 'not')",1,ready not
"('which', 'separated')",1,which separated
"('doors', 'which')",1,doors which
"('with', 'sliding')",1,with sliding
"('adequate', 'size')",1,adequate size
"('time', 'our')",1,time our
"('third', 'floor')",1,third floor
"('floor', 'and')",1,floor and
"('helpful', 'member')",1,helpful member
"('staff', 'explained')",1,staff explained
"('explained', 'it')",1,explained it
"('s', 'features')",1,s features
"('features', 'it')",1,features it
"('of', 'adequate')",1,of adequate
"('size', 'for')",1,size for
"('glass', 'with')",1,glass with
"('an', 'overnight')",1,an overnight
"('overnight', 'stay')",1,overnight stay
"('had', 'very')",1,had very
"('very', 'odd')",1,very odd
"('odd', 'bathroom')",1,odd bathroom
"('bathroom', 'arrangements')",1,bathroom arrangements
"('arrangements', 'the')",1,arrangements the
"('bathroom', 'area')",1,bathroom area
"('all', 'frosted')",1,all frosted
"('problem', 'most')",1,problem most
"('could', 'a')",1,could a
"('relaxing', 'stay')",1,relaxing stay
"('disappointment', 'because')",1,disappointment because
"('disappointing', 'fifth')",1,disappointing fifth
"('fifth', 'time')",1,fifth time
"('hotel', 'hotel')",1,hotel hotel
"('hotel', 'become')",1,hotel become
"('become', 'better')",1,become better
"('and', 'better')",1,and better
"('better', 'each')",1,better each
"('time', 'they')",1,time they
"('they', 'read')",1,they read
"('read', 'our')",1,read our
"('our', 'reviews')",1,our reviews
"('reviews', 'perfect')",1,reviews perfect
"('perfect', 'staff')",1,perfect staff
"('good', 'breakfasts')",1,good breakfasts
"('breakfasts', 'with')",1,breakfasts with
"('nice', 'vesuvius')",1,nice vesuvius
"('vesuvius', 'view')",1,vesuvius view
"('view', 'very')",1,view very
"('to', 'port')",1,to port
"('port', 'to')",1,port to
"('amalfi', 'sorrento')",1,amalfi sorrento
"('nothing', 'very')",1,nothing very
"('heard', 'nothing')",1,heard nothing
"('have', 'heard')",1,have heard
"('housekeeping', 'should')",1,housekeeping should
"('because', 'an')",1,because an
"('article', 'of')",1,article of
"('clothing', 'left')",1,clothing left
"('behind', 'in')",1,behind in
"('room', 'could')",1,room could
"('be', 'retrieved')",1,be retrieved
"('retrieved', 'even')",1,retrieved even
"('after', 'one')",1,after one
"('night', 'housekeeping')",1,night housekeeping
"('been', 'able')",1,been able
"('emails', 'we')",1,emails we
"('a', 'black')",1,a black
"('black', 'pair')",1,black pair
"('pair', 'of')",1,pair of
"('of', 'pants')",1,of pants
"('pants', 'but')",1,pants but
"('but', 'after')",1,but after
"('after', 'phone')",1,after phone
"('phone', 'calls')",1,phone calls
"('and', 'emails')",1,and emails
"('m', 'sure')",1,m sure
"('boutique', 'options')",1,boutique options
"('restaurant', 'has')",1,restaurant has
"('to', 'read')",1,to read
"('the', 'ridiculous')",1,the ridiculous
"('ridiculous', 'directions')",1,ridiculous directions
"('directions', 'the')",1,directions the
"('the', 'weird')",1,the weird
"('weird', 'motion')",1,weird motion
"('motion', 'sensor')",1,motion sensor
"('sensor', 'lights')",1,sensor lights
"('that', 'go')",1,that go
"('go', 'off')",1,go off
"('off', 'while')",1,off while
"('re', 'showering')",1,re showering
"('showering', 'the')",1,showering the
"('the', 'inexplicably')",1,the inexplicably
"('inexplicably', 'complicated')",1,inexplicably complicated
"('complicated', 'light')",1,complicated light
"('switches', 'the')",1,switches the
"('the', 'shallow')",1,the shallow
"('shallow', 'sink')",1,shallow sink
"('sink', 'that')",1,sink that
"('that', 'causes')",1,that causes
"('causes', 'water')",1,causes water
"('read', 'the')",1,read the
"('forget', 'trying')",1,forget trying
"('calling', 'me')",1,calling me
"('and', 'forget')",1,and forget
"('walked', 'across')",1,walked across
"('street', 'and')",1,street and
"('and', 'got')",1,and got
"('beautiful', 'capri')",1,beautiful capri
"('capri', 'truly')",1,capri truly
"('good', 'michelin')",1,good michelin
"('restaurant', 'with')",1,restaurant with
"('wonderful', 'wait')",1,wonderful wait
"('staff', 'but')",1,staff but
"('s', 'about')",1,s about
"('is', 'kinda')",1,is kinda
"('kinda', 'cool')",1,kinda cool
"('cool', 'if')",1,cool if
"('still', '1989')",1,still 1989
"('1989', 'however')",1,1989 however
"('are', 'horribly')",1,are horribly
"('horribly', 'designed')",1,horribly designed
"('designed', 'from')",1,designed from
"('the', 'non')",1,the non
"('non', 'functioning')",1,non functioning
"('functioning', 'ac')",1,functioning ac
"('water', 'to')",1,water to
"('to', 'splash')",1,to splash
"('splash', 'out')",1,splash out
"('out', 'everywhere')",1,out everywhere
"('shower', 'stalls')",1,shower stalls
"('stalls', 'that')",1,stalls that
"('had', 'mold')",1,had mold
"('mold', 'and')",1,mold and
"('and', 'soap')",1,and soap
"('soap', 'scum')",1,soap scum
"('scum', 'housekeeping')",1,scum housekeeping
"('housekeeping', 'is')",1,housekeeping is
"('clearly', 'not')",1,clearly not
"('not', 'well')",1,not well
"('managed', 'imo')",1,managed imo
"('imo', 'i')",1,imo i
"('was', 'travelling')",1,was travelling
"('travelling', 'as')",1,travelling as
"('a', 'single')",1,a single
"('single', 'woman')",1,single woman
"('woman', 'and')",1,woman and
"('like', 'i')",1,like i
"('treated', 'with')",1,treated with
"('with', 'disrespect')",1,with disrespect
"('disrespect', 'at')",1,disrespect at
"('filthy', 'shower')",1,filthy shower
"('the', 'filthy')",1,the filthy
"('passable', 'but')",1,passable but
"('bath', 'mat')",1,bath mat
"('everywhere', 'to')",1,everywhere to
"('shower', 'door')",1,shower door
"('door', 'opens')",1,door opens
"('opens', 'flush')",1,opens flush
"('flush', 'to')",1,flush to
"('which', 'means')",1,which means
"('means', 'you')",1,means you
"('t', 'put')",1,t put
"('a', 'bath')",1,a bath
"('mat', 'down')",1,mat down
"('be', 'passable')",1,be passable
"('down', 'because')",1,down because
"('door', 'just')",1,door just
"('just', 'sweeps')",1,just sweeps
"('sweeps', 'it')",1,sweeps it
"('it', 'away')",1,it away
"('away', 'and')",1,away and
"('yet', 'even')",1,yet even
"('even', 'then')",1,even then
"('place', 'would')",1,place would
"('port', 'literally')",1,port literally
"('gorgeous', 'so')",1,gorgeous so
"('beautiful', 'it')",1,beautiful it
"('such', 'amazing')",1,such amazing
"('and', 'fireplace')",1,and fireplace
"('fireplace', 'the')",1,fireplace the
"('the', 'furniture')",1,the furniture
"('furniture', 'was')",1,furniture was
"('was', 'ample')",1,was ample
"('ample', 'closet')",1,ample closet
"('belongings', 'we')",1,belongings we
"('beautiful', 'jet')",1,beautiful jet
"('jet', 'tub')",1,jet tub
"('tub', 'along')",1,tub along
"('along', 'with')",1,along with
"('the', 'listed')",1,the listed
"('listed', 'amenities')",1,listed amenities
"('amenities', 'sauna')",1,amenities sauna
"('private', 'toilet')",1,private toilet
"('the', 'drinks')",1,the drinks
"('drinks', 'food')",1,drinks food
"('also', 'to')",1,also to
"('be', 'commended')",1,be commended
"('commended', 'the')",1,commended the
"('decor', 'had')",1,decor had
"('sitting', 'area')",1,sitting area
"('nice', 'sitting')",1,nice sitting
"('absolutely', 'beautiful')",1,absolutely beautiful
"('helpful', 'when')",1,helpful when
"('nice', 'i')",1,nice i
"('wish', 'the')",1,wish the
"('was', 'bigger')",1,was bigger
"('bigger', 'but')",1,bigger but
"('but', 'given')",1,but given
"('space', 'constraints')",1,space constraints
"('constraints', 'it')",1,constraints it
"('made', 'sense')",1,made sense
"('sense', 'the')",1,sense the
"('needed', 'a')",1,needed a
"('our', 'wellness')",1,our wellness
"('cab', 'it')",1,cab it
"('than', 'two')",1,than two
"('two', 'minutes')",1,two minutes
"('minutes', 'naples')",1,minutes naples
"('wonderful', 'city')",1,wonderful city
"('located', 'i')",1,located i
"('honeymoon', 'which')",1,honeymoon which
"('first', 'three')",1,first three
"('nights', 'being')",1,nights being
"('had', 'such')",1,had such
"('amazing', 'personality')",1,amazing personality
"('beyond', 'happy')",1,beyond happy
"('personality', 'as')",1,personality as
"('excruciating', 'pain')",1,excruciating pain
"('pain', 'in')",1,pain in
"('good', 'all')",1,good all
"('all', 'round')",1,all round
"('round', 'experience')",1,round experience
"('experience', 'concierge')",1,experience concierge
"('concierge', 'desk')",1,concierge desk
"('desk', 'was')",1,desk was
"('facilities', 'excellent')",1,facilities excellent
"('excellent', 'disappointed')",1,excellent disappointed
"('disappointed', 'that')",1,disappointed that
"('that', 'there')",1,that there
"('no', 'mention')",1,no mention
"('mention', 'of')",1,mention of
"('the', 'extremely')",1,the extremely
"('extremely', 'ugly')",1,extremely ugly
"('ugly', 'warehouse')",1,ugly warehouse
"('warehouse', 'blocking')",1,warehouse blocking
"('blocking', 'our')",1,blocking our
"('harbour', 'i')",1,harbour i
"('was', 'beyond')",1,was beyond
"('in', 'excruciating')",1,in excruciating
"('awakening', 'in')",1,awakening in
"('up', 'awakening')",1,up awakening
"('stay', 'however')",1,stay however
"('well', 'please')",1,well please
"('please', 'stay')",1,please stay
"('that', 'doesn')",1,that doesn
"('t', 'let')",1,t let
"('let', 'you')",1,let you
"('you', 'down')",1,you down
"('down', 'the')",1,down the
"('important', 'aspect')",1,important aspect
"('aspect', 'of')",1,aspect of
"('second', 'day')",1,second day
"('ended', 'up')",1,ended up
"('arrived', 'saturday')",1,arrived saturday
"('saturday', 'i')",1,saturday i
"('i', 'broke')",1,i broke
"('broke', 'my')",1,broke my
"('my', 'foot')",1,my foot
"('foot', 'this')",1,foot this
"('not', 'happen')",1,not happen
"('happen', 'on')",1,happen on
"('i', 'ended')",1,i ended
"('kept', 'calling')",1,kept calling
"('me', 'mrs')",1,me mrs
"('many', 'boutique')",1,many boutique
"('lovely', 'hand')",1,lovely hand
"('written', 'note')",1,written note
"('note', 'with')",1,note with
"('some', 'decadent')",1,some decadent
"('decadent', 'chocolate')",1,decadent chocolate
"('chocolate', 'each')",1,chocolate each
"('day', 'they')",1,day they
"('different', 'treat')",1,different treat
"('treat', 'waiting')",1,treat waiting
"('me', 'they')",1,me they
"('had', 'turn')",1,had turn
"('they', 'placed')",1,they placed
"('placed', 'slippers')",1,placed slippers
"('slippers', 'by')",1,slippers by
"('but', 'classy')",1,but classy
"('classy', 'too')",1,classy too
"('i', 'slept')",1,i slept
"('slept', 'well')",1,slept well
"('one', 'very')",1,one very
"('small', 'complaint')",1,small complaint
"('i', 'struggled')",1,i struggled
"('struggled', 'a')",1,struggled a
"('hand', 'written')",1,hand written
"('found', 'a')",1,found a
"('mrs', 'and')",1,mrs and
"('and', 'found')",1,and found
"('small', 'space')",1,small space
"('space', 'so')",1,space so
"('so', 'don')",1,so don
"('t', 'expect')",1,t expect
"('expect', 'to')",1,expect to
"('day', 'out')",1,day out
"('that', 'wow')",1,that wow
"('wow', 'what')",1,wow what
"('a', 'refreshingly')",1,a refreshingly
"('refreshingly', 'unique')",1,refreshingly unique
"('unique', 'hotel')",1,unique hotel
"('with', 'group')",1,with group
"('group', 'and')",1,group and
"('were', 'warmly')",1,were warmly
"('warmly', 'welcomed')",1,warmly welcomed
"('welcomed', 'into')",1,welcomed into
"('beautiful', 'lobby')",1,beautiful lobby
"('some', 'refreshments')",1,some refreshments
"('refreshments', 'and')",1,refreshments and
"('and', 'pastries')",1,and pastries
"('pastries', 'then')",1,pastries then
"('bit', 'with')",1,bit with
"('other', 'switches')",1,other switches
"('switches', 'for')",1,switches for
"('for', 'instance')",1,for instance
